Tier;Material Group;Raw material;Processstep;Impactcountry;Environmentalimpactgroup;Indicator unit;Material_ePKI_intensity;Valued_Ekpi_intensity
3.0;Paper;Paper - paper and cardboard - uncertified;Processing;Spain;Water pollution;kg;0.000476120005935;0.00252920777274
4.0;Leather;Leather - goat - conventional;Animal rearing;Spain;Water pollution;kg;7.2978892374;10.8477873984
3.0;Leather;Leather - beef - calf - conventional;Tanning - RH_WB;Switzerland;Water pollution;kg;0.0006204148;0.298681601192
3.0;Leather;Leather - sheep - lamb - conventional;Tanning - RH_WB;Switzerland;Water pollution;kg;0.0006204148;0.298681601192
3.0;Metal;Metal - brass - conventional;Processing;Switzerland;Water pollution;kg;1.72263113448e-05;0.00510393389772
4.0;Metal;Metal - brass - conventional;Extraction;Taiwan;Water pollution;kg;0.0210531953227;0.631622696538
3.0;Metal;Metal - brass - conventional;Processing;Thailand;Water pollution;kg;3.21157795661e-05;0.0021725177423
3.0;Leather;Leather - beef - calf - conventional;Tanning - WB_FL - Metal-free;Turkey;Water pollution;kg;0.000355254;0.0228875993157
3.0;Leather;Leather - sheep - lamb - conventional;Tanning - RH_WB;Turkey;Water pollution;kg;0.0006204148;0.144119377229
4.0;Animal Fibers;Animal Fibers - wool - conventional;Animal rearing;Turkey;Water pollution;kg;0.43242541903;0.187978242395
3.0;Leather;Leather - beef - calf - conventional;Tanning - RH_WB;Uganda;Water pollution;kg;0.0006196535;0.0605285331341
3.0;Leather;Leather - beef - calf - conventional;Tanning - WB_FL;Uganda;Water pollution;kg;0.0003540544;0.0278669709893
3.0;Leather;Leather - beef - calf - conventional;Tanning - RH_WB - Metal-free;Ukraine;Water pollution;kg;0.0005948079;0.00812615835618
3.0;Leather;Leather - beef - calf - conventional;Tanning - WB_FL - Metal-free;Ukraine;Water pollution;kg;0.000355254;0.00976038863856
3.0;Leather;Leather - beef - calf - conventional;Tanning - WB_FL;United Kingdom;Water pollution;kg;0.0003540544;0.117519716615
3.0;Leather;Leather - sheep - lamb - conventional;Tanning - RH_WB;United Kingdom;Water pollution;kg;0.0006204148;0.267095150957
4.0;Paper;Paper - paper and cardboard - uncertified;Production;United Kingdom;Water pollution;kg;4.90101682286e-05;0.00201819118383
3.0;Paper;Paper - paper and cardboard - uncertified;Processing;United States;Water pollution;kg;0.000474878031384;0.00516711331555
4.0;Animal Fibers;Animal Fibers - wool - conventional;Animal rearing;United States;Water pollution;kg;0.880653423942;1.11642593344
4.0;Animal Fibers;Animal Fibers - wool - conventional;Animal rearing;Uruguay;Water pollution;kg;0.8806531693;0.716638008301
4.0;Animal Fibers;Animal Fibers - wool - regenerated;Animal rearing;Uruguay;Water pollution;kg;0.637346664183;0.523529302406
4.0;Animal Fibers;Animal Fibers - wool - restorative grazing;Animal rearing;Uruguay;Water pollution;kg;0.368657727489;0.290147318186
4.0;Metal;Metal - brass - conventional;Extraction;Vietnam;Water pollution;kg;1.67579315922;111.160130169
4.0;Plant Fibers;Plant Fibers - cotton - conventional;Crop farming;Argentina;Water pollution;kg;0.0193146023497;0.0109250797946
4.0;Plant Fibers;Plant Fibers - cotton - conventional;Crop farming;Brazil;Water pollution;kg;0.0307601082526;0.013461910412
4.0;Plant Fibers;Plant Fibers - cotton - organic;Crop farming;Cameroon;Water pollution;kg;0.0049951485;0.000931362657095
4.0;Plant Fibers;Plant Fibers - cotton - organic;Crop farming;China;Water pollution;kg;0.00815572044604;0.00368467926939
4.0;Plant Fibers;Plant Fibers - cotton - conventional;Crop farming;Estonia;Water pollution;kg;0.0121980176096;0.0225082192923
4.0;Plant Fibers;Plant Fibers - cotton - conventional;Crop farming;India;Water pollution;kg;0.0308976318475;0.0102479987299
4.0;Plant Fibers;Plant Fibers - cotton - organic;Crop farming;India;Water pollution;kg;0.0225217108475;0.00253251965736
4.0;Plant Fibers;Plant Fibers - cotton - conventional;Crop farming;Indonesia;Water pollution;kg;0.0308472611133;0.00702120794489
4.0;Plant Fibers;Plant Fibers - cotton - conventional;Crop farming;Italy;Water pollution;kg;0.0118770517879;0.0252555901444
4.0;Plant Fibers;Plant Fibers - cotton - organic;Crop farming;Pakistan;Water pollution;kg;0.0225233774289;0.00407330558352
4.0;Plant Fibers;Plant Fibers - cotton - organic;Crop farming;Peru;Water pollution;kg;0.0137500747541;0.0180740340541
4.0;Plant Fibers;Plant Fibers - cotton - organic;Crop farming;Spain;Water pollution;kg;0.00866298006679;0.0134304994707
4.0;Plant Fibers;Plant Fibers - cotton - organic;Crop farming;Tanzania;Water pollution;kg;0.0225239581036;0.0370637409225
4.0;Plant Fibers;Plant Fibers - cotton - conventional;Crop farming;Tunisia;Water pollution;kg;0.00686181477393;0.0152917471031
4.0;Plant Fibers;Plant Fibers - cotton - conventional;Crop farming;Turkey;Water pollution;kg;0.0118749347646;0.0213279824104
4.0;Plant Fibers;Plant Fibers - cotton - organic;Crop farming;United States;Water pollution;kg;0.0137539234073;0.0625367890261
4.0;Plant Fibers;Plant Fibers - cotton - conventional;Crop farming;Vietnam;Water pollution;kg;0.0309049077196;0.0090507730794
4.0;Plastic;Plastic - acetate - eyewear;Extraction;United States;Water pollution;kg;0.00410831596269;0.380544365471
4.0;Natural Stones;Natural Stones - semi precious stones - conventional;Extraction;Afghanistan;Water pollution;kg;5.4919e-06;3.01041573458e-05
3.0;Metal;Metal - silver;Processing;Argentina;Water pollution;kg;0.122275758495;1.01964535999
4.0;Cellulose based Fibers;Cellulose based Fibers - uncertified;Pulpwood harvest;Argentina;Water pollution;kg;1.49904309724e-05;0.000311453578515
4.0;Metal;Metal - silver;Extraction;Argentina;Water pollution;kg;6.05236237597;50.473074603
3.0;Metal;Metal - tin;Processing;Australia;Water pollution;kg;0.000496988600311;0.00568710246857
3.0;Metal;Metal - zinc;Processing;Australia;Water pollution;kg;9.56623898407e-05;0.00086129823163
4.0;Cellulose based Fibers;Cellulose based Fibers - uncertified;Pulpwood harvest;Australia;Water pollution;kg;1.47368310079e-05;0.000209031553529
4.0;Metal;Metal - neodymium;Extraction;Australia;Water pollution;kg;0.0342474351031;0.372649307102
4.0;Metal;Metal - zamak;Extraction;Australia;Water pollution;kg;0.0019880197899;0.0223778523975
4.0;Metal;Metal - zinc;Extraction;Australia;Water pollution;kg;0.00383057632227;0.0392198169416
4.0;Precious skin;Precious skin - croc and gator - farmed;Animal rearing;Australia;Water pollution;kg;3.671153536;13.6331265817
4.0;Cellulose based Fibers;Cellulose based Fibers - certified;Pulpwood harvest;Austria;Water pollution;kg;2.03237e-05;0.0054524662983
4.0;Synthetic Fibers;Synthetic Fibers - polyester - conventional;Extraction;Austria;Water pollution;kg;7.4483e-06;0.000325779625719
4.0;Synthetic Stones;Synthetic Stones;Extraction;Austria;Water pollution;kg;4.4926e-06;0.00013781343386
4.0;Plant Fibers;Plant Fibers - hemp;Crop farming;Bangladesh;Water pollution;kg;0.414890762324;0.232266830752
3.0;Synthetic Fibers;Synthetic Fibers - elastic;Processing;Belgium;Water pollution;kg;0.0009196313;0.0125281189705
3.0;Metal;Metal - zamak;Processing;Belgium;Water pollution;kg;4.09145325935e-05;0.0080467799616
3.0;Synthetic Fibers;Synthetic Fibers - polyester - conventional;Processing;Belgium;Water pollution;kg;0.0001290092;0.0116056830898
4.0;Plastic;Plastic - eva;Extraction;Belgium;Water pollution;kg;0.0001167949;0.0153255957081
4.0;Synthetic Fibers;Synthetic Fibers - elastic;Extraction;Belgium;Water pollution;kg;4.90599e-05;0.000706292050463
4.0;Synthetic Fibers;Synthetic Fibers - polyester - conventional;Extraction;Belgium;Water pollution;kg;7.4483e-06;0.000655230247435
3.0;Leather;Leather - sheep/goat - conventional;Tanning - RH_WB;Brazil;Water pollution;kg;0.0158094115776;0.00349438477072
3.0;Synthetic Fibers;Synthetic Fibers - elastic;Processing;Brazil;Water pollution;kg;0.00652360145914;0.00282611712629
3.0;Natural Stones;Natural Stones - precious stones - conventional;Processing;Brazil;Water pollution;kg;2.23785796896;12.457278764
4.0;Natural Stones;Natural Stones - precious stones - conventional;Extraction;Brazil;Water pollution;kg;0.0226063930317;0.125837833163
3.0;Synthetic Fibers;Synthetic Fibers - polyester - conventional;Processing;Bulgaria;Water pollution;kg;0.0001290092;0.00150198172912
4.0;Synthetic Fibers;Synthetic Fibers - polyester - conventional;Extraction;Bulgaria;Water pollution;kg;7.4483e-06;8.72626369793e-05
3.0;Metal;Metal - bronze;Processing;Chile;Water pollution;kg;3.37116475598e-05;0.000475214963801
3.0;Metal;Metal - neodymium;Processing;Chile;Water pollution;kg;0.0016421685902;0.0180663775005
3.0;Metal;Metal - silver;Processing;Chile;Water pollution;kg;0.0839383662692;0.757759578348
4.0;Metal;Metal - bronze;Extraction;Chile;Water pollution;kg;0.000763700589718;0.0194396578446
4.0;Metal;Metal - silver;Extraction;Chile;Water pollution;kg;4.1544678463;37.5088344712
3.0;Cellulose based Fibers;Cellulose based Fibers - acetate;Processing;China;Water pollution;kg;0.0117919833342;0.980995107842
3.0;Plastic;Plastic - pe;Processing;China;Water pollution;kg;0.000659624053882;0.0278966092937
3.0;Synthetic Fibers;Synthetic Fibers - acrylic;Processing;China;Water pollution;kg;0.0799642757621;0.840922167211
3.0;Synthetic Fibers;Synthetic Fibers - elastic;Processing;China;Water pollution;kg;0.00661815091976;0.0292304798541
3.0;Synthetic Fibers;Synthetic Fibers - neoprene;Processing;China;Water pollution;kg;0.0153983851377;1.20069874957
3.0;Rubber;Rubber - natural;Processing;China;Water pollution;kg;0.00320756431825;0.0020822946709
3.0;Natural Stones;Natural Stones - precious stones - conventional;Processing;China;Water pollution;kg;2.23721525719;101.848500952
3.0;Synthetic Fibers;Synthetic Fibers - polyester - recycled;Processing;China;Water pollution;kg;0.000502687564449;0.0168424709089
3.0;Synthetic Fibers;Synthetic Fibers - nylon - conventional;Processing;China;Water pollution;kg;0.269182570306;0.0847439931146
3.0;Cellulose based Fibers;Cellulose based Fibers - uncertified;Dissolving pulp production;China;Water pollution;kg;0.00312872337707;0.033794354529
4.0;Plant Fibers;Plant Fibers - linen - conventional;Crop farming;China;Water pollution;kg;0.103795432729;0.0420175799793
4.0;Animal Fibers;Animal Fibers - silk - conventional;Silk production;China;Water pollution;kg;0.01737001;0.149615360403
4.0;Plastic;Plastic - eva;Extraction;China;Water pollution;kg;0.000120306694196;0.00936665864725
4.0;Plastic;Plastic - pe;Extraction;China;Water pollution;kg;7.4439e-06;0.000307836676608
4.0;Synthetic Fibers;Synthetic Fibers - acrylic;Extraction;China;Water pollution;kg;0.0006149893;0.00828044183256
4.0;Synthetic Fibers;Synthetic Fibers - elastic;Extraction;China;Water pollution;kg;4.90599e-05;0.000328786971342
4.0;Metal;Metal - neodymium;Extraction;China;Water pollution;kg;0.118608612764;23.2647041827
4.0;Metal;Metal - zamak;Extraction;China;Water pollution;kg;0.00624746640311;0.494435662085
4.0;Synthetic Stones;Synthetic Stones;Extraction;China;Water pollution;kg;4.4541e-06;0.000169795149977
4.0;Natural Stones;Natural Stones - precious stones - conventional;Extraction;China;Water pollution;kg;0.0226050915665;1.02901475213
4.0;Plastic;Plastic - nylon - eyewear;Extraction;China;Water pollution;kg;0.00116555498692;0.132466461875
3.0;Natural Stones;Natural Stones - semi precious stones - conventional;Processing;Ethiopia;Water pollution;kg;0.00022981626911;0.00121362513644
4.0;Natural Stones;Natural Stones - semi precious stones - conventional;Extraction;Ethiopia;Water pollution;kg;5.4919e-06;2.85086537441e-05
3.0;Plastic;Plastic - eva;Processing;France;Water pollution;kg;0.0022176901;0.102312491071
3.0;Plastic;Plastic - pe;Processing;France;Water pollution;kg;0.000140017;0.00408590812678
3.0;Synthetic Fibers;Synthetic Fibers - elastic;Processing;France;Water pollution;kg;0.0009196313;0.00450752035438
3.0;Metal;Metal - tin;Processing;France;Water pollution;kg;0.000289216047227;0.0336064238971
3.0;Metal;Metal - zamak;Processing;France;Water pollution;kg;3.8705697213e-05;0.00141323171452
3.0;Plastic;Plastic - nylon - eyewear;Processing;France;Water pollution;kg;0.00100482618562;0.0787049739364
3.0;Cellulose based Fibers;Cellulose based Fibers - uncertified;Dissolving pulp production;France;Water pollution;kg;0.00166551186883;0.00932627160811
4.0;Plant Fibers;Plant Fibers - linen - conventional;Crop farming;France;Water pollution;kg;0.0139821343399;0.0284969829031
4.0;Cellulose based Fibers;Cellulose based Fibers - certified;Pulpwood harvest;France;Water pollution;kg;2.06761196322e-05;0.00730791177924
4.0;Cellulose based Fibers;Cellulose based Fibers - uncertified;Pulpwood harvest;France;Water pollution;kg;1.50371578591e-05;0.00573203102497
4.0;Plastic;Plastic - pe;Extraction;France;Water pollution;kg;7.4439e-06;0.000216080245353
4.0;Synthetic Stones;Synthetic Stones;Extraction;France;Water pollution;kg;4.4926e-06;0.00011675098787
4.0;Synthetic Stones;Synthetic Stones - sapphire glass;Extraction;France;Water pollution;kg;4.4926e-06;0.00011675098787
4.0;Plastic;Plastic - nylon - eyewear;Extraction;France;Water pollution;kg;0.00116916575668;0.0734064233171
3.0;Wood;Wood - softwood;Processing;Germany;Water pollution;kg;0.00565862274435;0.173260430131
3.0;Synthetic Stones;Synthetic Stones;Processing;Germany;Water pollution;kg;0.0192978489258;2.14814369793
4.0;Cellulose based Fibers;Cellulose based Fibers - acetate;Extraction;Germany;Water pollution;kg;0.000169125;0.0122411416836
4.0;Other;Other - ceramic;Extraction;Germany;Water pollution;kg;1.82474e-05;0.00149399157784
3.0;Plastic;Plastic - pe;Processing;India;Water pollution;kg;0.000668569492796;0.0164137392862
3.0;Synthetic Fibers;Synthetic Fibers - acrylic;Processing;India;Water pollution;kg;0.080208964651;0.48427804484
3.0;Synthetic Fibers;Synthetic Fibers - neoprene;Processing;India;Water pollution;kg;0.0158910716696;0.698327189684
3.0;Synthetic Stones;Synthetic Stones;Processing;India;Water pollution;kg;0.0192726789092;1.04562822359
3.0;Synthetic Fibers;Synthetic Fibers - nylon - conventional;Processing;India;Water pollution;kg;0.269200454053;0.0501216794474
4.0;Metal;Metal - titanium;Extraction;India;Water pollution;kg;0.0494025519303;11.1948590973
4.0;Synthetic Fibers;Synthetic Fibers - polyester - conventional;Extraction;India;Water pollution;kg;8.33962007893e-06;0.000219585623479
3.0;Plastic;Plastic - pe;Processing;Indonesia;Water pollution;kg;0.000677738816988;0.00465069018173
3.0;Cellulose based Fibers;Cellulose based Fibers - certified;Dissolving pulp production;Indonesia;Water pollution;kg;1.76172323544e-05;0.00159221506655
4.0;Cellulose based Fibers;Cellulose based Fibers - certified;Pulpwood harvest;Indonesia;Water pollution;kg;2.09761762571e-05;0.00220654849273
4.0;Cellulose based Fibers;Cellulose based Fibers - uncertified;Pulpwood harvest;Indonesia;Water pollution;kg;9.053e-06;0.000729465536035
4.0;Plastic;Plastic - pe;Extraction;Indonesia;Water pollution;kg;7.4439e-06;5.49109646677e-05
4.0;Synthetic Fibers;Synthetic Fibers - nylon - conventional;Extraction;Indonesia;Water pollution;kg;0.0018757428;0.000387720532355
3.0;Synthetic Fibers;Synthetic Fibers - nylon - conventional;Processing;Ireland;Water pollution;kg;0.0356362756;0.0582829289789
4.0;Synthetic Fibers;Synthetic Fibers - elastic;Extraction;Israel;Water pollution;kg;4.90599e-05;0.00126880372736
4.0;Synthetic Fibers;Synthetic Fibers - nylon - conventional;Extraction;Israel;Water pollution;kg;0.0018757428;0.00488404817667
3.0;Plastic;Plastic - pe;Processing;Italy;Water pollution;kg;0.000140017;0.00517897429641
3.0;Synthetic Fibers;Synthetic Fibers - elastic;Processing;Italy;Water pollution;kg;0.0009196313;0.00608576508954
3.0;Metal;Metal - cupronickel;Processing;Italy;Water pollution;kg;0.000142274882734;0.134956578484
3.0;Metal;Metal - zamak;Processing;Italy;Water pollution;kg;4.09145325935e-05;0.00237529804444
3.0;Other;Other - ceramic;Processing;Italy;Water pollution;kg;0.0017319945;0.102885134134
3.0;Synthetic Fibers;Synthetic Fibers - polyester - conventional;Processing;Italy;Water pollution;kg;0.0001290092;0.00492432048647
3.0;Plastic;Plastic - nylon - eyewear;Processing;Italy;Water pollution;kg;0.00118632715877;0.13311762429
4.0;Synthetic Fibers;Synthetic Fibers - elastic;Extraction;Italy;Water pollution;kg;4.90599e-05;0.000335834980268
4.0;Metal;Metal - neodymium;Extraction;Italy;Water pollution;kg;0.0192503733627;4.38578812686
3.0;Synthetic Fibers;Synthetic Fibers - acrylic;Processing;Japan;Water pollution;kg;0.0324609714263;0.578350587306
3.0;Plastic;Plastic - nylon - eyewear;Processing;Japan;Water pollution;kg;0.00251237123598;0.52348497028
4.0;Cellulose based Fibers;Cellulose based Fibers - acetate;Extraction;Japan;Water pollution;kg;0.000236659596958;0.0333945968016
4.0;Synthetic Fibers;Synthetic Fibers - acrylic;Extraction;Japan;Water pollution;kg;0.0006149893;0.01270178425
4.0;Synthetic Fibers;Synthetic Fibers - elastic;Extraction;Japan;Water pollution;kg;4.90599e-05;0.000514912892287
4.0;Synthetic Fibers;Synthetic Fibers - nylon - conventional;Extraction;Japan;Water pollution;kg;0.0018757428;0.00360440145843
3.0;Natural Stones;Natural Stones - semi precious stones - conventional;Processing;Kenya;Water pollution;kg;0.00022981626911;0.00204950001522
3.0;Synthetic Fibers;Synthetic Fibers - nylon - conventional;Processing;Lithuania;Water pollution;kg;0.0356362756;0.00974157014502
3.0;Cellulose based Fibers;Cellulose based Fibers - uncertified;Dissolving pulp production;Lithuania;Water pollution;kg;0.0016624198005;0.00300865159786
